出发poiid,到达poiid,驾车距离,驾车时间,公交距离,公交时间,步行距离,步行时间
10559356,78699,4365,994,4994,1545,4585,3146
10559356,78693,463,136,2005,1029,1905,1143
10559356,81747,919,308,1499,857,1499,857
10559356,78694,1827,546,3522,1584,2601,1691
10559356,78696,3264,731,2146,1399,2146,1399
78697,87688,5967,1452,5924,1470,5094,3932
78697,78692,3374,700,3859,1399,3590,2671
78697,87668,2929,854,3625,1435,2784,2091
78697,87804,8949,1860,10166,2114,8576,6431
78697,99804,4401,1140,4120,1151,3370,2561
78697,87757,2872,651,2638,823,2398,1803
78697,99803,2828,741,1904,724,1915,1459
78697,87681,7841,1648,7012,2188,6424,4874
78697,84058,NULL,NULL,NULL,NULL,NULL,NULL
78697,10558695,7824,1830,6620,2405,5463,4128
78697,10559356,3153,785,2805,1900,2805,1900
78697,83872,3658,1072,2650,828,2338,1754
78697,78698,2397,710,2478,1078,2109,1583
78697,84057,3081,616,3376,1048,2947,2185
78697,78699,2688,771,3629,1218,2390,1808
78697,78693,3357,697,3493,1151,3210,2382
78697,81747,2772,676,4529,1212,2406,1790
78697,78694,4721,1107,4897,1600,3675,2776
78697,78696,2581,683,3259,1105,2277,1748
10558695,87688,3388,954,2899,1218,2423,1888
10558695,78692,5417,1173,5425,1828,3734,2793
10558695,87668,4392,1099,3135,1386,2963,2245
10558695,87804,3888,838,4201,1394,3882,2853
10558695,99804,4723,1086,2238,962,2129,1627
10558695,87757,4552,1037,3279,1689,3180,2358
10558695,99803,8506,2102,7335,2039,6363,4831
10558695,87681,2105,468,2541,1299,1943,1433
10558695,84058,NULL,NULL,NULL,NULL,NULL,NULL
10558695,78697,8772,2159,7999,2425,5464,4121
10558695,10559356,5438,1247,4432,3142,4432,3142
10558695,83872,4561,1092,5739,1954,3117,2329
10558695,78698,10096,2295,9977,3066,7240,5394
10558695,84057,5242,1202,4928,1437,3299,2480
10558695,78699,10131,2176,9039,2656,7393,5585
10558695,78693,5425,1175,5045,1540,3220,2408
10558695,81747,6357,1555,5678,1667,3903,2938
10558695,78694,3488,759,3219,1395,2040,1506
10558695,78696,5192,1337,3439,1288,3386,2587
84058,87688,NULL,NULL,NULL,NULL,NULL,NULL
84058,78692,NULL,NULL,NULL,NULL,NULL,NULL
84058,87668,NULL,NULL,NULL,NULL,NULL,NULL
84058,87804,NULL,NULL,NULL,NULL,NULL,NULL
84058,99804,NULL,NULL,NULL,NULL,NULL,NULL
84058,87757,NULL,NULL,NULL,NULL,NULL,NULL
84058,99803,NULL,NULL,NULL,NULL,NULL,NULL
84058,87681,NULL,NULL,NULL,NULL,NULL,NULL
84058,10558695,NULL,NULL,NULL,NULL,NULL,NULL
84058,78697,NULL,NULL,NULL,NULL,NULL,NULL
84058,10559356,NULL,NULL,NULL,NULL,NULL,NULL
84058,83872,NULL,NULL,NULL,NULL,NULL,NULL
84058,78698,NULL,NULL,NULL,NULL,NULL,NULL
84058,84057,NULL,NULL,NULL,NULL,NULL,NULL
84058,78699,NULL,NULL,NULL,NULL,NULL,NULL
84058,78693,NULL,NULL,NULL,NULL,NULL,NULL
84058,81747,NULL,NULL,NULL,NULL,NULL,NULL
84058,78694,NULL,NULL,NULL,NULL,NULL,NULL
84058,78696,NULL,NULL,NULL,NULL,NULL,NULL
87681,87688,5326,1288,5404,1309,4060,3201
87681,78692,5353,1172,4875,1286,4389,3406
87681,87668,4328,1098,4299,1192,3923,3050
87681,87804,4321,875,4487,1478,3996,2965
87681,99804,4659,1085,4455,1516,3810,2931
87681,87757,4488,1029,4443,1495,4140,3163
87681,99803,9367,2004,8406,2025,7280,5602
87681,84058,NULL,NULL,NULL,NULL,NULL,NULL
87681,10558695,2651,547,3883,1240,1944,1480
87681,78697,7476,1899,7492,1639,6424,4926
87681,10559356,5374,1246,NULL,NULL,5392,3947
87681,83872,4497,1091,5347,1299,4077,3134
87681,78698,10602,2142,8848,1932,8200,6199
87681,84057,5178,1201,4220,774,4117,3187
87681,78699,10309,2088,8953,2074,8310,6356
87681,78693,5361,1174,4495,998,3937,3056
87681,81747,5937,1534,4789,1225,4721,3645
87681,78694,3424,758,3344,1154,3000,2311
87681,78696,5128,1336,5296,1379,4704,3655
99803,87688,7815,1877,7679,1112,6671,5178
99803,78692,4011,923,5106,1403,3769,2881
99803,87668,4759,1235,4401,1355,3951,3024
99803,87804,10779,2240,11894,2638,10076,7603
99803,99804,5279,1520,5377,1515,4813,3703
99803,87757,3750,1030,3892,946,3373,2610
99803,87681,8612,1923,8349,2004,7306,5615
99803,84058,NULL,NULL,NULL,NULL,NULL,NULL
99803,10558695,9803,2095,8951,2661,6345,4869
99803,78697,1725,490,2080,886,1918,1511
99803,10559356,3084,827,3612,2600,3612,2600
99803,83872,4258,1203,3831,907,3385,2625
99803,78698,3381,775,1764,1044,1678,1287
99803,84057,3270,882,4570,1382,3162,2418
99803,78699,3088,721,1443,829,1269,1005
99803,78693,3546,963,5227,1592,3491,2673
99803,81747,2703,718,3025,950,2672,2016
99803,78694,5214,1277,6764,2244,4481,3428
99803,78696,4411,1064,4414,1485,3856,2995
87757,87688,3945,1107,3616,940,3497,2744
87757,78692,950,225,1605,504,1520,1172
87757,87668,911,343,654,515,654,515
87757,87804,7293,1386,8305,1993,6807,5079
87757,99804,1671,533,1648,606,1557,1221
87757,99803,4199,1017,4325,1462,3376,2608
87757,87681,4907,938,4732,1581,4140,3157
87757,84058,NULL,NULL,NULL,NULL,NULL,NULL
87757,10558695,4904,1030,3937,1448,3179,2411
87757,78697,2823,644,2861,826,2397,1839
87757,10559356,1076,268,1445,919,1445,919
87757,83872,650,216,50,47,50,47
87757,78698,4641,1010,4886,1576,4147,3112
87757,84057,878,216,1134,513,1023,781
87757,78699,4932,1071,6037,1716,4406,3362
87757,78693,933,222,1728,601,1140,883
87757,81747,1993,569,1091,832,1091,831
87757,78694,1593,401,2141,1047,1417,1051
87757,78696,1305,450,1674,777,1286,1013
99804,87688,2013,560,2499,803,1963,1517
99804,78692,3314,1029,3055,905,2850,2156
99804,87668,2000,716,1252,650,1067,804
99804,87804,5543,1072,6467,1454,5206,3870
99804,87757,2346,802,1755,683,1557,1138
99804,99803,6322,1752,6325,1267,4813,3641
99804,87681,4627,1065,5067,1474,3813,2841
99804,84058,NULL,NULL,NULL,NULL,NULL,NULL
99804,10558695,2982,727,2802,809,2130,1592
99804,78697,4431,1175,4239,1063,3370,2517
99804,10559356,3441,1079,2974,2023,2974,2023
99804,83872,2169,701,1804,730,1507,1096
99804,78698,7006,1821,6196,1841,5272,3957
99804,84057,3244,1034,2587,914,2379,1798
99804,78699,7297,1882,6331,1983,5553,4182
99804,78693,3297,1026,3115,1020,2336,1771
99804,81747,4359,1387,3469,1127,2620,1935
99804,78694,3201,680,3255,1188,1783,1307
99804,78696,2046,634,1252,501,1249,956
87804,87688,4683,897,4667,976,4192,3238
87804,78692,7438,1626,8599,2436,7465,5568
87804,87668,7050,1585,7942,1997,6274,4752
87804,99804,6366,1344,6086,1405,5207,3948
87804,87757,7686,1725,8039,1929,6806,5067
87804,99803,11011,2448,12037,2475,10094,7606
87804,87681,3972,803,4437,1507,3995,2950
87804,84058,NULL,NULL,NULL,NULL,NULL,NULL
87804,10558695,4169,857,5472,1646,3882,2885
87804,78697,9120,1879,10212,2094,8577,6465
87804,10559356,8600,1871,NULL,NULL,8163,5917
87804,83872,7341,1554,8315,2004,6704,5033
87804,78698,11669,2553,12210,2467,10479,7905
87804,84057,8404,1826,9020,1865,7030,5255
87804,78699,13288,2635,13319,2859,10760,8130
87804,78693,7421,1623,8219,2148,6951,5183
87804,81747,9200,1982,8853,2275,7634,5713
87804,78694,6270,1181,6372,1703,5771,4281
87804,78696,6649,1322,6876,1791,6457,4898
87668,87688,3136,897,3816,1417,2985,2317
87668,78692,1835,560,2202,813,2113,1574
87668,87804,6715,1375,7971,2077,6273,4696
87668,99804,1167,440,1104,707,1067,826
87668,87757,954,368,654,458,654,458
87668,99803,4258,1190,4009,1404,3969,3010
87668,87681,5321,1156,4133,1086,3924,2977
87668,84058,NULL,NULL,NULL,NULL,NULL,NULL
87668,10558695,4219,1047,3806,1426,2963,2231
87668,78697,3196,854,3545,1094,2785,2069
87668,10559356,1961,603,2038,1321,2038,1321
87668,83872,777,267,604,416,604,416
87668,78698,5527,1343,5570,1844,4421,3300
87668,84057,1764,558,1627,718,1616,1183
87668,78699,5818,1404,5705,1986,4702,3525
87668,78693,1818,557,2259,868,1733,1285
87668,81747,2879,911,2948,1126,1684,1233
87668,78694,1935,543,1846,858,1686,1234
87668,78696,847,291,987,469,852,657
78692,87688,5502,1385,5400,1974,4624,3621
78692,87668,3100,840,2968,1104,2111,1658
78692,87804,7661,1600,8652,2574,7465,5603
78692,99804,3700,969,3453,996,2860,2267
78692,87757,2171,482,2251,830,1519,1193
78692,99803,4019,996,5675,1809,3872,2972
78692,87681,5274,1143,6266,1913,4388,3426
78692,84058,NULL,NULL,NULL,NULL,NULL,NULL
78692,10558695,5656,1197,4342,1530,3734,2869
78692,78697,4626,1004,4585,1840,3589,2737
78692,10559356,1728,381,2285,1551,2285,1551
78692,83872,2679,652,2263,835,1531,1208
78692,78698,5609,1189,5412,1708,5089,3818
78692,84057,1532,336,709,557,709,557
78692,78699,5316,1135,5517,1850,4742,3642
78692,78693,1085,191,515,388,515,387
78692,81747,2116,507,2489,955,1313,1015
78692,78694,1876,497,1753,1338,1753,1338
78692,78696,3494,947,3703,1737,2649,2085
87688,78692,5449,1195,5373,1131,4649,3528
87688,87668,3452,917,3742,1322,2983,2287
87688,87804,4004,710,4610,1364,4154,3125
87688,99804,2745,810,2514,795,1962,1511
87688,87757,4026,1102,4070,1298,3495,2660
87688,99803,7350,1828,7672,1154,6684,5114
87688,87681,4525,986,4985,1205,4062,3104
87688,84058,NULL,NULL,NULL,NULL,NULL,NULL
87688,10558695,2879,685,2889,905,2423,1845
87688,78697,5461,1260,5924,1464,5107,3884
87688,10559356,5470,1281,4912,3545,4912,3545
87688,83872,3438,1111,4119,1345,3445,2618
87688,78698,8010,1937,7960,1929,7140,5406
87688,84057,5274,1235,4655,551,4214,3215
87688,78699,8301,2000,8023,2060,7421,5637
87688,78693,5457,1197,5028,1667,4135,3143
87688,81747,5839,1431,5787,1752,4558,3457
87688,78694,3520,793,3565,1279,3115,2358
87688,78696,2990,716,3347,1296,2832,2177
10524222,23525129,6037,582,4673,1515,3859,2259
10524222,79080,3921,714,2265,1256,2038,1603
10524222,10530502,2312,273,732,534,732,534
10524222,88538,4970,895,4035,1823,3189,2410
10524222,87775,18267,1722,15096,3649,14569,4174
10524222,79060,1473,260,695,511,695,511
10524222,13412901,4013,756,2834,1172,2535,1864
10524222,79062,2552,412,662,497,662,497
10524222,79221,3860,703,1654,942,1570,1288
10524222,10524223,3003,490,820,712,820,711
10524222,79057,7059,959,1535,953,1387,1243
10524222,79064,4331,756,3414,1628,2616,1996
10524222,79220,3636,624,1231,686,1176,993
10524222,10758196,11128,1408,9682,2551,8144,6266
10524222,10524230,849,102,1510,876,1178,955
10524222,79055,3227,564,1222,788,1184,951
10524222,10758194,7543,667,4722,1552,3942,2319
10524222,10758254,NULL,NULL,NULL,NULL,117971,90114
10524222,88582,11769,1253,11385,2857,7651,4151
88582,23525129,6284,975,9467,3015,6378,4941
88582,79080,10039,1219,13114,3191,6641,3205
88582,10530502,11794,1272,10458,2399,6968,3407
88582,88538,11088,1400,11508,3319,6877,3325
88582,87775,10800,1309,11097,3430,10274,7648
88582,79060,10954,1260,11129,2905,7557,3832
88582,13412901,9069,1106,10403,2462,5465,2258
88582,79062,9909,1162,11455,2703,7469,3758
88582,79221,9605,1133,11097,2858,6788,3317
88582,10524223,9015,1187,10336,2302,6753,3251
88582,79057,16147,1588,11259,3003,6984,3572
88582,79064,10449,1261,10676,2708,6045,2713
88582,79220,9936,1195,10939,2769,6765,3296
88582,10758196,16711,1840,18968,5052,14179,8925
88582,10524230,10330,1102,12821,3410,8082,4266
88582,79055,10089,1270,10470,2366,6485,3066
88582,10758194,6737,838,9342,2925,6384,4923
88582,10758254,NULL,NULL,NULL,NULL,123555,94643
88582,10524222,9469,999,11156,2936,7651,3901
10758254,23525129,NULL,NULL,NULL,NULL,119038,87222
10758254,79080,NULL,NULL,NULL,NULL,119234,88151
10758254,10530502,NULL,NULL,NULL,NULL,117887,87080
10758254,88538,NULL,NULL,NULL,NULL,120385,88958
10758254,87775,NULL,NULL,NULL,NULL,129668,96396
10758254,79060,NULL,NULL,NULL,NULL,117423,86719
10758254,13412901,NULL,NULL,NULL,NULL,119652,88370
10758254,79062,NULL,NULL,NULL,NULL,118251,87441
10758254,79221,NULL,NULL,NULL,NULL,118980,87990
10758254,10524223,NULL,NULL,NULL,NULL,118220,87396
10758254,79057,NULL,NULL,NULL,NULL,119019,88141
10758254,79064,NULL,NULL,NULL,NULL,119812,88544
10758254,79220,NULL,NULL,NULL,NULL,118798,87840
10758254,10758196,NULL,NULL,NULL,NULL,125099,92723
10758254,10524230,NULL,NULL,NULL,NULL,117017,86361
10758254,79055,NULL,NULL,NULL,NULL,118352,87488
10758254,10758194,NULL,NULL,NULL,NULL,119121,87282
10758254,88582,NULL,NULL,NULL,NULL,123726,92037
10758254,10524222,NULL,NULL,NULL,NULL,118007,87143
10758194,23525129,4604,447,433,311,433,311
10758194,79080,3316,470,2970,1694,2970,1694
10758194,10530502,5062,440,3586,1426,3259,1866
10758194,88538,4365,651,3251,1845,3251,1845
10758194,87775,16834,1587,14552,4140,12543,9638
10758194,79060,4222,428,3601,1598,3848,2291
10758194,13412901,2333,268,1839,778,1839,778
10758194,79062,3177,330,4489,1414,3760,2217
10758194,79221,3575,368,4800,1757,3117,1806
10758194,10524223,2283,355,4226,1269,3044,1710
10758194,79057,8618,946,4687,1765,3313,2061
10758194,79064,3726,512,2419,1233,2419,1233
10758194,79220,3906,430,4476,1516,3094,1785
10758194,10758196,10682,1075,12420,4201,10508,7414
10758194,10524230,3598,270,4299,2163,4373,2725
10758194,79055,3030,437,4466,1477,2881,1601
10758194,10758254,NULL,NULL,NULL,NULL,119084,90194
10758194,88582,10336,1118,8907,2816,6385,5107
10758194,10524222,2737,167,4720,1615,3942,2360
79055,23525129,4147,601,4486,1300,2798,1439
79055,79080,1877,575,872,646,872,646
79055,10530502,3338,469,829,667,829,667
79055,88538,2926,756,2023,1453,2023,1453
79055,87775,16377,1741,14071,3160,13285,3239
79055,79060,2499,456,2881,1088,1141,887
79055,13412901,1969,617,1842,604,1239,905
79055,79062,1270,420,1206,510,1006,723
79055,79221,1816,564,618,485,618,485
79055,10524223,350,136,290,216,290,216
79055,79057,6895,974,657,636,657,636
79055,79064,2287,617,1819,1021,1450,1039
79055,79220,1593,487,436,343,436,343
79055,10758196,9784,1448,8414,2641,7859,5986
79055,10524230,1875,298,2673,950,1666,1321
79055,10758194,5653,686,4535,1337,2881,1499
79055,10758254,NULL,NULL,NULL,NULL,118316,90399
79055,88582,9879,1272,10821,2361,6493,3273
79055,10524222,1014,195,1184,877,1184,877
10524230,23525129,5356,496,6776,2464,4290,2643
10524230,79080,3240,628,3874,1728,2548,2029
10524230,10530502,1632,186,1201,971,1201,970
10524230,88538,4289,809,5145,2397,3699,2836
10524230,87775,17586,1636,17391,4275,15000,4558
10524230,79060,760,206,737,597,737,597
10524230,13412901,3332,670,4998,2032,2966,2248
10524230,79062,1696,308,3730,1184,1736,1373
10524230,79221,3179,617,3406,1413,2294,1868
10524230,10524223,2323,396,2858,1145,1534,1282
10524230,79057,6203,855,3223,1388,2225,1899
10524230,79064,3650,670,4537,2216,3126,2422
10524230,79220,2956,536,3012,1119,2013,1633
10524230,10758196,10272,1304,11129,3915,9230,7132
10524230,79055,2547,477,3002,1221,1666,1374
10524230,10758194,6862,581,6825,2501,4373,2703
10524230,10758254,NULL,NULL,NULL,NULL,116812,89226
10524230,88582,11088,1167,13828,3849,8082,4535
10524230,10524222,2510,299,1588,951,1321,1029
10758196,23525129,13577,1478,12911,3418,10417,7254
10758196,79080,9252,1390,9085,3096,7231,5725
10758196,10530502,12012,1448,9371,3304,8562,6546
10758196,88538,10301,1571,10585,3894,8231,6379
10758196,87775,24708,2520,14387,4045,20888,9046
10758196,79060,11172,1436,11122,3665,8772,6632
10758196,13412901,10242,1380,9618,3082,8805,6688
10758196,79062,10104,1362,8524,2799,7618,5827
10758196,79221,8818,1304,8104,2736,7112,5635
10758196,10524223,9543,1520,8451,2750,7873,5982
10758196,79057,10174,1362,7885,2667,6920,5596
10758196,79064,9662,1432,9738,3270,7840,6089
10758196,79220,8669,1231,8146,2559,7415,5669
10758196,10524230,10548,1278,10914,3527,9255,7076
10758196,79055,9184,1382,8437,2619,7843,5962
10758196,10758194,16165,1558,12960,3455,10500,7314
10758196,10758254,NULL,NULL,NULL,NULL,125058,95644
10758196,88582,18210,2051,19267,5403,14179,9120
10758196,10524222,9687,1175,8815,3023,8135,6167
79220,23525129,5951,633,4449,1299,3013,1598
79220,79080,986,234,862,610,862,610
79220,10530502,3312,529,1323,819,1275,972
79220,88538,2035,415,2520,1346,2013,1417
79220,87775,17083,1675,14447,3204,13483,3390
79220,79060,2473,518,2894,961,1587,1192
79220,13412901,1519,421,2054,730,1400,1032
79220,79062,1053,302,943,670,943,670
79220,79221,925,222,394,295,394,295
79220,10524223,866,293,573,407,573,407
79220,79057,5099,760,283,333,283,333
79220,79064,1396,276,1886,1031,1440,1003
79220,10758196,7584,1099,8265,2514,7423,5643
79220,10524230,1849,360,2686,823,2012,1556
79220,79055,507,151,436,297,436,297
79220,10758194,8540,713,4498,1336,3096,1658
79220,10758254,NULL,NULL,NULL,NULL,118762,90704
79220,88582,10585,1206,11601,2707,6775,3464
79220,10524222,1530,353,1252,708,1176,877
79064,23525129,5594,700,2359,1061,2336,1185
79064,79080,686,180,804,624,804,624
79064,10530502,4731,839,2117,1301,2091,1586
79064,88538,1291,279,925,681,925,681
79064,87775,17481,1729,13096,2714,12682,2830
79064,79060,3891,827,5484,2384,2599,1998
79064,13412901,1987,454,599,472,599,472
79064,79062,2382,623,2667,1249,2376,1766
79064,79221,1225,283,1283,994,1283,994
79064,10524223,1742,503,2200,1010,1747,1325
79064,79057,6252,1002,2092,1195,1505,1276
79064,79220,1747,392,1881,926,1438,1111
79064,10758196,8548,1302,9710,3187,7831,6167
79064,10524230,3267,669,4325,1905,3124,2432
79064,79055,1383,364,1536,875,1448,1103
79064,10758194,8938,767,2442,1122,2419,1245
79064,10758254,NULL,NULL,NULL,NULL,119774,91523
79064,88582,10983,1260,5939,2425,6045,3015
79064,10524222,2406,566,3414,1484,2614,1988
79057,23525129,5275,470,4660,1587,3231,1919
79057,79080,2927,654,1581,832,885,782
79057,10530502,3546,368,1755,989,1544,1308
79057,88538,3976,835,2499,1464,2080,1620
79057,87775,17505,1610,15102,3333,13702,3711
79057,79060,2706,356,3222,1240,1836,1521
79057,13412901,3359,749,1976,1151,1619,1353
79057,79062,1638,282,1152,958,1152,958
79057,79221,2866,642,474,512,474,512
79057,10524223,2340,539,929,634,785,716
79057,79064,3337,696,2108,1174,1507,1206
79057,79220,1933,418,283,372,283,372
79057,10758196,10128,1355,7888,2660,6929,5583
79057,10524230,2082,198,3014,1102,2224,1861
79057,79055,2216,484,657,627,657,627
79057,10758194,6781,555,4709,1624,3314,1979
79057,10758254,NULL,NULL,NULL,NULL,118983,91047
79057,88582,11007,1141,11886,3098,6993,3785
79057,10524222,1221,95,1463,996,1385,1165
10524223,23525129,3924,521,4194,1082,2961,1552
10524223,79080,1654,495,2127,866,1171,859
10524223,10530502,3115,402,697,563,697,564
10524223,88538,2703,676,3045,1498,2322,1666
10524223,87775,16154,1661,14007,3066,13671,3467
10524223,79060,2276,389,1009,783,1009,784
10524223,13412901,1746,537,1626,628,1637,1157
10524223,79062,1047,353,964,317,713,505
10524223,79221,1593,484,1038,544,897,683
10524223,79057,6672,907,919,555,785,711
10524223,79064,2064,537,2206,1084,1749,1252
10524223,79220,1370,406,573,441,573,441
10524223,10758196,9561,1381,8499,2698,7883,5991
10524223,10524230,1652,231,2499,866,1534,1218
10524223,79055,961,345,290,206,290,206
10524223,10758194,5430,606,4243,1119,3044,1612
10524223,10758254,NULL,NULL,NULL,NULL,118184,90296
10524223,88582,9656,1192,10998,2275,6753,3444
10524223,10524222,791,127,820,634,820,634
79221,23525129,5534,560,4773,1559,3034,1641
79221,79080,844,240,707,514,707,514
79221,10530502,4242,765,2000,1046,1510,1119
79221,88538,1893,421,1858,1323,1858,1323
79221,87775,16666,1602,13919,3131,13504,3433
79221,79060,3402,753,3467,1297,1770,1359
79221,13412901,1999,395,2115,847,1421,1075
79221,79062,1893,549,1345,984,1345,984
79221,10524223,1253,429,897,668,897,668
79221,79057,5414,907,474,485,474,485
79221,79064,1254,282,1285,909,1285,909
79221,79220,932,265,395,320,395,320
79221,10758196,7733,1175,8589,2774,7120,5604
79221,10524230,2778,595,3259,1159,2295,1793
79221,79055,894,290,619,464,619,464
79221,10758194,8123,640,4822,1596,3117,1701
79221,10758254,NULL,NULL,NULL,NULL,118945,90884
79221,88582,10168,1133,11878,2936,6796,3507
79221,10524222,1917,492,1648,1020,1571,1197
79062,23525129,4825,520,4442,1298,3677,2126
79062,79080,1955,487,2081,1160,1800,1371
79062,10530502,2556,364,1672,919,1148,930
79062,88538,3004,668,3933,2005,2951,2178
79062,87775,17055,1660,14804,3376,14387,4041
79062,79060,1606,284,2056,820,1346,989
79062,13412901,2349,641,2521,938,2353,1731
79062,79221,1894,475,1602,922,1337,1066
79062,10524223,1319,443,959,323,713,572
79062,79057,4870,771,1419,877,1105,1013
79062,79064,2365,529,3101,1394,2378,1764
79062,79220,1053,304,1208,628,943,771
79062,10758196,9008,1143,8101,2662,7627,5878
79062,10524230,1700,313,3722,1224,1730,1331
79062,79055,1337,370,1200,507,1006,780
79062,10758194,6331,605,4491,1335,3760,2186
79062,10758254,NULL,NULL,NULL,NULL,118220,90384
79062,88582,10557,1191,11664,2950,7469,4018
79062,10524222,1782,424,662,479,662,479
13412901,23525129,4260,466,1756,727,1756,727
13412901,79080,1701,456,2288,909,1275,1050
13412901,10530502,4584,832,1998,1073,1852,1419
13412901,88538,2750,637,1432,1081,1432,1081
13412901,87775,16490,1606,12516,2257,12107,2366
13412901,79060,3744,820,2645,1364,2441,1844
13412901,79062,2348,636,2513,852,2247,1709
13412901,79221,1640,445,2108,802,1422,1162
13412901,10524223,1595,496,1620,553,1637,1263
13412901,79057,8609,884,1842,967,1619,1417
13412901,79064,2111,498,600,470,600,469
13412901,79220,1519,399,1631,698,1400,1141
13412901,10758196,9172,1136,9460,2899,8814,6770
13412901,10524230,3120,662,4075,1617,2966,2278
13412901,79055,1236,357,1847,569,1239,982
13412901,10758194,5766,551,1839,788,1839,787
13412901,10758254,NULL,NULL,NULL,NULL,119616,91369
