出发poiid,到达poiid,驾车距离,驾车时间,公交距离,公交时间,步行距离,步行时间
24140241,18700865,19407,2385,NULL,NULL,15688,13064
24140241,10521616,7389,1100,NULL,NULL,5123,4088
24140241,28376705,8410,1069,NULL,NULL,7928,5894
24140241,82492,11844,1395,NULL,NULL,10041,7613
24140241,10644492,6180,902,NULL,NULL,5762,4566
24140241,80576,NULL,NULL,NULL,NULL,NULL,NULL
24140241,86049,23001,2338,NULL,NULL,21393,16149
24140241,80294,15176,1801,NULL,NULL,15052,11665
24140241,23868376,12994,1544,NULL,NULL,11380,8608
24140241,80295,12237,1395,NULL,NULL,13232,10312
24140241,10559094,9276,1353,NULL,NULL,8849,6583
24140241,82015,14667,1703,NULL,NULL,12446,9831
24140241,86046,NULL,NULL,NULL,NULL,NULL,NULL
24140241,80291,7437,1119,NULL,NULL,5015,4015
13342992,80574,29342,2801,NULL,NULL,28001,20672
13342992,24140241,37716,3121,NULL,NULL,35098,25963
13342992,10523391,51511,4346,NULL,NULL,50185,37536
13342992,55942155,23020,2128,NULL,NULL,21686,16006
13342992,10530177,35077,3052,NULL,NULL,33709,24793
13342992,18700865,49059,4391,NULL,NULL,45746,35022
13342992,10521616,41079,4122,NULL,NULL,37234,27828
13342992,28376705,38477,3174,NULL,NULL,36633,27096
13342992,82492,41496,3401,NULL,NULL,40095,29549
13342992,10644492,39870,3924,NULL,NULL,38171,28520
13342992,80576,NULL,NULL,NULL,NULL,NULL,NULL
13342992,86049,52653,4344,NULL,NULL,51447,38085
13342992,80294,50059,4307,NULL,NULL,47509,35674
13342992,23868376,42646,3550,NULL,NULL,40633,29908
13342992,80295,46488,4512,NULL,NULL,45689,34321
13342992,10559094,35396,3075,NULL,NULL,34076,25092
13342992,82015,29545,2726,NULL,NULL,28212,20832
13342992,86046,NULL,NULL,NULL,NULL,NULL,NULL
13342992,80291,41127,4141,NULL,NULL,36869,27557
80574,13342992,28026,2713,NULL,NULL,27998,20707
80574,24140241,13212,1485,20308,8351,12085,9659
80574,10523391,23993,2741,29000,6568,22829,17972
80574,55942155,7828,981,7842,2067,7828,5875
80574,10530177,22027,2713,33392,5039,19879,15429
80574,18700865,32467,3697,23385,8346,20896,17425
80574,10521616,12325,1613,11174,2126,9233,7156
80574,28376705,21480,2452,41707,8364,19519,15192
80574,82492,24914,2778,44416,7437,19027,15368
80574,10644492,11116,1415,11323,2235,10170,7848
80574,80576,NULL,NULL,NULL,NULL,NULL,NULL
80574,86049,31122,3492,61856,12738,29114,23068
80574,80294,20673,2409,21805,4080,19508,15002
80574,23868376,26064,2927,44864,9211,21044,16855
80574,80295,17734,2003,21047,4266,17688,13649
80574,10559094,22346,2736,35561,5456,20440,15881
80574,82015,791,217,792,595,792,595
80574,86046,NULL,NULL,NULL,NULL,NULL,NULL
80574,80291,12373,1632,11525,2380,8868,6885
18185987,31691103,NULL,NULL,3755,2328,NULL,NULL
18185987,20905825,NULL,NULL,24237,5958,NULL,NULL
18185987,78844,NULL,NULL,30271,6031,NULL,NULL
18185987,95270,NULL,NULL,NULL,NULL,NULL,NULL
18185987,95271,NULL,NULL,11060,2685,NULL,NULL
18185987,95269,NULL,NULL,20490,4896,NULL,NULL
18185987,20905819,NULL,NULL,10689,2417,NULL,NULL
18185987,95997323,NULL,NULL,2262,1356,NULL,NULL
18185987,89593,NULL,NULL,2124,1218,NULL,NULL
18185987,68151207,NULL,NULL,3755,2328,NULL,NULL
18185987,10559279,NULL,NULL,17494,5318,NULL,NULL
18185987,78845,NULL,NULL,NULL,NULL,NULL,NULL
18185987,13640761,NULL,NULL,2204,1298,NULL,NULL
18185987,78840,NULL,NULL,2655,1541,NULL,NULL
18185987,99772,NULL,NULL,14462,4169,NULL,NULL
18185987,10521758,NULL,NULL,2656,1541,NULL,NULL
18185987,89364,NULL,NULL,29898,6458,NULL,NULL
18185987,92862,NULL,NULL,20632,4613,NULL,NULL
18185987,78843,NULL,NULL,20518,4499,NULL,NULL
78843,31691103,NULL,NULL,21022,4800,NULL,NULL
78843,20905825,NULL,NULL,3829,2231,NULL,NULL
78843,78844,NULL,NULL,25687,5720,NULL,NULL
78843,95270,NULL,NULL,NULL,NULL,NULL,NULL
78843,95271,NULL,NULL,15430,2734,NULL,NULL
78843,95269,NULL,NULL,1066,1313,NULL,NULL
78843,20905819,NULL,NULL,15059,2466,NULL,NULL
78843,95997323,NULL,NULL,18200,3598,NULL,NULL
78843,89593,NULL,NULL,18055,3460,NULL,NULL
78843,68151207,NULL,NULL,21022,4800,NULL,NULL
78843,10559279,NULL,NULL,8595,3844,NULL,NULL
78843,78845,NULL,NULL,NULL,NULL,NULL,NULL
78843,13640761,NULL,NULL,18130,3540,NULL,NULL
78843,78840,NULL,NULL,18044,3683,NULL,NULL
78843,99772,NULL,NULL,6340,2378,NULL,NULL
78843,10521758,NULL,NULL,18050,3689,NULL,NULL
78843,89364,NULL,NULL,10110,3051,NULL,NULL
78843,92862,NULL,NULL,720,1169,NULL,NULL
78843,18185987,NULL,NULL,20516,4534,NULL,NULL
92862,31691103,NULL,NULL,21329,4841,NULL,NULL
92862,20905825,NULL,NULL,3159,2230,NULL,NULL
92862,78844,NULL,NULL,25725,5758,NULL,NULL
92862,95270,NULL,NULL,NULL,NULL,NULL,NULL
92862,95271,NULL,NULL,15468,2772,NULL,NULL
92862,95269,NULL,NULL,1373,1354,NULL,NULL
92862,20905819,NULL,NULL,15097,2504,NULL,NULL
92862,95997323,NULL,NULL,18507,3639,NULL,NULL
92862,89593,NULL,NULL,18362,3501,NULL,NULL
92862,68151207,NULL,NULL,21329,4841,NULL,NULL
92862,10559279,NULL,NULL,8901,3885,NULL,NULL
92862,78845,NULL,NULL,NULL,NULL,NULL,NULL
92862,13640761,NULL,NULL,18437,3581,NULL,NULL
92862,78840,NULL,NULL,18351,3724,NULL,NULL
92862,99772,NULL,NULL,6647,2419,NULL,NULL
92862,10521758,NULL,NULL,18357,3730,NULL,NULL
92862,89364,NULL,NULL,10172,3100,NULL,NULL
92862,78843,NULL,NULL,309,813,NULL,NULL
92862,18185987,NULL,NULL,20823,4575,NULL,NULL
89364,31691103,NULL,NULL,31237,6686,NULL,NULL
89364,20905825,NULL,NULL,7384,3813,NULL,NULL
89364,78844,NULL,NULL,32288,6780,NULL,NULL
89364,95270,NULL,NULL,NULL,NULL,NULL,NULL
89364,95271,NULL,NULL,24475,5187,NULL,NULL
89364,95269,NULL,NULL,10893,3889,NULL,NULL
89364,20905819,NULL,NULL,24679,4776,NULL,NULL
89364,95997323,NULL,NULL,28415,5813,NULL,NULL
89364,89593,NULL,NULL,28270,5675,NULL,NULL
89364,68151207,NULL,NULL,31237,6686,NULL,NULL
89364,10559279,NULL,NULL,18952,5710,NULL,NULL
89364,78845,NULL,NULL,NULL,NULL,NULL,NULL
89364,13640761,NULL,NULL,28345,5755,NULL,NULL
89364,78840,NULL,NULL,27549,5725,NULL,NULL
89364,99772,NULL,NULL,17368,4184,NULL,NULL
89364,10521758,NULL,NULL,27934,5774,NULL,NULL
89364,92862,NULL,NULL,10577,3119,NULL,NULL
89364,78843,NULL,NULL,10528,3070,NULL,NULL
89364,18185987,NULL,NULL,30387,6501,NULL,NULL
10521758,31691103,NULL,NULL,3591,1768,NULL,NULL
10521758,20905825,NULL,NULL,21751,5129,NULL,NULL
10521758,78844,NULL,NULL,27509,5089,NULL,NULL
10521758,95270,NULL,NULL,NULL,NULL,NULL,NULL
10521758,95271,NULL,NULL,7356,2104,NULL,NULL
10521758,95269,NULL,NULL,18003,4067,NULL,NULL
10521758,20905819,NULL,NULL,7928,1415,NULL,NULL
10521758,95997323,NULL,NULL,769,949,NULL,NULL
10521758,89593,NULL,NULL,624,811,NULL,NULL
10521758,68151207,NULL,NULL,3591,1768,NULL,NULL
10521758,10559279,NULL,NULL,14588,4272,NULL,NULL
10521758,78845,NULL,NULL,NULL,NULL,NULL,NULL
10521758,13640761,NULL,NULL,699,891,NULL,NULL
10521758,78840,NULL,NULL,878,915,NULL,NULL
10521758,99772,NULL,NULL,11557,3123,NULL,NULL
10521758,89364,NULL,NULL,27134,5649,NULL,NULL
10521758,92862,NULL,NULL,18145,3784,NULL,NULL
10521758,78843,NULL,NULL,18031,3670,NULL,NULL
10521758,18185987,NULL,NULL,2740,1602,NULL,NULL
99772,31691103,NULL,NULL,15351,4256,NULL,NULL
99772,20905825,NULL,NULL,10525,3876,NULL,NULL
99772,78844,NULL,NULL,21047,6265,NULL,NULL
99772,95270,NULL,NULL,NULL,NULL,NULL,NULL
99772,95271,NULL,NULL,9420,2741,NULL,NULL
99772,95269,NULL,NULL,6432,2813,NULL,NULL
99772,20905819,NULL,NULL,8093,2459,NULL,NULL
99772,95997323,NULL,NULL,12529,3054,NULL,NULL
99772,89593,NULL,NULL,12384,2916,NULL,NULL
99772,68151207,NULL,NULL,15351,4256,NULL,NULL
99772,10559279,NULL,NULL,3453,2033,NULL,NULL
99772,78845,NULL,NULL,NULL,NULL,NULL,NULL
99772,13640761,NULL,NULL,12459,2996,NULL,NULL
99772,78840,NULL,NULL,12373,3126,NULL,NULL
99772,10521758,NULL,NULL,12379,3132,NULL,NULL
99772,89364,NULL,NULL,16659,4053,NULL,NULL
99772,92862,NULL,NULL,6574,2530,NULL,NULL
99772,78843,NULL,NULL,6460,2416,NULL,NULL
99772,18185987,NULL,NULL,15031,4174,NULL,NULL
78840,31691103,NULL,NULL,3585,1763,NULL,NULL
78840,20905825,NULL,NULL,21750,5128,NULL,NULL
78840,78844,NULL,NULL,27491,5071,NULL,NULL
78840,95270,NULL,NULL,NULL,NULL,NULL,NULL
78840,95271,NULL,NULL,7344,2092,NULL,NULL
78840,95269,NULL,NULL,18002,4066,NULL,NULL
78840,20905819,NULL,NULL,7910,1397,NULL,NULL
78840,95997323,NULL,NULL,763,944,NULL,NULL
78840,89593,NULL,NULL,618,806,NULL,NULL
78840,68151207,NULL,NULL,3585,1763,NULL,NULL
78840,10559279,NULL,NULL,14560,4244,NULL,NULL
78840,78845,NULL,NULL,NULL,NULL,NULL,NULL
78840,13640761,NULL,NULL,693,886,NULL,NULL
78840,99772,NULL,NULL,11529,3095,NULL,NULL
78840,10521758,NULL,NULL,910,947,NULL,NULL
78840,89364,NULL,NULL,27122,5637,NULL,NULL
78840,92862,NULL,NULL,18144,3783,NULL,NULL
78840,78843,NULL,NULL,18030,3669,NULL,NULL
78840,18185987,NULL,NULL,2734,1597,NULL,NULL
13640761,31691103,NULL,NULL,3106,1470,NULL,NULL
13640761,20905825,NULL,NULL,21823,4979,NULL,NULL
13640761,78844,NULL,NULL,27515,5094,NULL,NULL
13640761,95270,NULL,NULL,NULL,NULL,NULL,NULL
13640761,95271,NULL,NULL,8305,1688,NULL,NULL
13640761,95269,NULL,NULL,18075,3917,NULL,NULL
13640761,20905819,NULL,NULL,7934,1420,NULL,NULL
13640761,95997323,NULL,NULL,449,640,NULL,NULL
13640761,89593,NULL,NULL,516,658,NULL,NULL
13640761,68151207,NULL,NULL,3106,1470,NULL,NULL
13640761,10559279,NULL,NULL,14977,4091,NULL,NULL
13640761,78845,NULL,NULL,NULL,NULL,NULL,NULL
13640761,78840,NULL,NULL,688,903,NULL,NULL
13640761,99772,NULL,NULL,11945,2942,NULL,NULL
13640761,10521758,NULL,NULL,689,904,NULL,NULL
13640761,89364,NULL,NULL,27697,5643,NULL,NULL
13640761,92862,NULL,NULL,18217,3634,NULL,NULL
13640761,78843,NULL,NULL,18103,3520,NULL,NULL
13640761,18185987,NULL,NULL,2255,1307,NULL,NULL
78845,31691103,NULL,NULL,NULL,NULL,NULL,NULL
78845,20905825,NULL,NULL,NULL,NULL,NULL,NULL
78845,78844,NULL,NULL,NULL,NULL,NULL,NULL
78845,95270,586889,61134,NULL,NULL,507939,130525
78845,95271,NULL,NULL,NULL,NULL,NULL,NULL
78845,95269,NULL,NULL,NULL,NULL,NULL,NULL
78845,20905819,NULL,NULL,NULL,NULL,NULL,NULL
78845,95997323,NULL,NULL,NULL,NULL,NULL,NULL
78845,89593,NULL,NULL,NULL,NULL,NULL,NULL
78845,68151207,NULL,NULL,NULL,NULL,NULL,NULL
78845,10559279,NULL,NULL,NULL,NULL,NULL,NULL
78845,13640761,NULL,NULL,NULL,NULL,NULL,NULL
78845,78840,NULL,NULL,NULL,NULL,NULL,NULL
78845,99772,NULL,NULL,NULL,NULL,NULL,NULL
78845,10521758,NULL,NULL,NULL,NULL,NULL,NULL
78845,89364,NULL,NULL,NULL,NULL,NULL,NULL
78845,92862,NULL,NULL,NULL,NULL,NULL,NULL
78845,78843,NULL,NULL,NULL,NULL,NULL,NULL
78845,18185987,NULL,NULL,NULL,NULL,NULL,NULL
10559279,31691103,NULL,NULL,18505,5515,NULL,NULL
10559279,20905825,NULL,NULL,12295,4955,NULL,NULL
10559279,78844,NULL,NULL,24568,7088,NULL,NULL
10559279,95270,NULL,NULL,NULL,NULL,NULL,NULL
10559279,95271,NULL,NULL,11509,3846,NULL,NULL
10559279,95269,NULL,NULL,4556,4001,NULL,NULL
10559279,20905819,NULL,NULL,9550,2907,NULL,NULL
10559279,95997323,NULL,NULL,15683,4313,NULL,NULL
10559279,89593,NULL,NULL,15538,4175,NULL,NULL
10559279,68151207,NULL,NULL,18505,5515,NULL,NULL
10559279,78845,NULL,NULL,NULL,NULL,NULL,NULL
10559279,13640761,NULL,NULL,15613,4255,NULL,NULL
10559279,78840,NULL,NULL,15528,4385,NULL,NULL
10559279,99772,NULL,NULL,3502,1967,NULL,NULL
10559279,10521758,NULL,NULL,15534,4391,NULL,NULL
10559279,89364,NULL,NULL,17806,5200,NULL,NULL
10559279,92862,NULL,NULL,9073,3127,NULL,NULL
10559279,78843,NULL,NULL,8708,3902,NULL,NULL
10559279,18185987,NULL,NULL,18186,5433,NULL,NULL
68151207,31691103,NULL,NULL,NULL,NULL,NULL,NULL
68151207,20905825,NULL,NULL,24940,6716,NULL,NULL
68151207,78844,NULL,NULL,30606,6339,NULL,NULL
68151207,95270,NULL,NULL,NULL,NULL,NULL,NULL
68151207,95271,NULL,NULL,11003,3409,NULL,NULL
68151207,95269,NULL,NULL,21170,5070,NULL,NULL
68151207,20905819,NULL,NULL,11024,2725,NULL,NULL
68151207,95997323,NULL,NULL,3065,1491,NULL,NULL
68151207,89593,NULL,NULL,3007,1449,NULL,NULL
68151207,10559279,NULL,NULL,18112,5431,NULL,NULL
68151207,78845,NULL,NULL,NULL,NULL,NULL,NULL
68151207,13640761,NULL,NULL,3045,1481,NULL,NULL
68151207,78840,NULL,NULL,3538,1768,NULL,NULL
68151207,99772,NULL,NULL,15081,4282,NULL,NULL
68151207,10521758,NULL,NULL,3539,1769,NULL,NULL
68151207,89364,NULL,NULL,30781,6654,NULL,NULL
68151207,92862,NULL,NULL,21712,4965,NULL,NULL
68151207,78843,NULL,NULL,20951,4834,NULL,NULL
68151207,18185987,NULL,NULL,3820,2212,NULL,NULL
89593,31691103,NULL,NULL,3031,1390,NULL,NULL
89593,20905825,NULL,NULL,21743,4899,NULL,NULL
89593,78844,NULL,NULL,28309,5161,NULL,NULL
89593,95270,NULL,NULL,NULL,NULL,NULL,NULL
89593,95271,NULL,NULL,9098,1755,NULL,NULL
89593,95269,NULL,NULL,17995,3837,NULL,NULL
89593,20905819,NULL,NULL,8727,1487,NULL,NULL
89593,95997323,NULL,NULL,1300,731,NULL,NULL
89593,68151207,NULL,NULL,3031,1390,NULL,NULL
89593,10559279,NULL,NULL,16088,4275,NULL,NULL
89593,78845,NULL,NULL,NULL,NULL,NULL,NULL
89593,13640761,NULL,NULL,1271,702,NULL,NULL
89593,78840,NULL,NULL,608,823,NULL,NULL
89593,99772,NULL,NULL,13056,3126,NULL,NULL
89593,10521758,NULL,NULL,609,824,NULL,NULL
89593,89364,NULL,NULL,27852,5741,NULL,NULL
89593,92862,NULL,NULL,18137,3554,NULL,NULL
89593,78843,NULL,NULL,18023,3440,NULL,NULL
89593,18185987,NULL,NULL,2180,1227,NULL,NULL
95997323,31691103,NULL,NULL,3176,1528,NULL,NULL
95997323,20905825,NULL,NULL,21632,5010,NULL,NULL
95997323,78844,NULL,NULL,27523,5101,NULL,NULL
95997323,95270,NULL,NULL,NULL,NULL,NULL,NULL
95997323,95271,NULL,NULL,8313,1695,NULL,NULL
95997323,95269,NULL,NULL,17884,3948,NULL,NULL
95997323,20905819,NULL,NULL,7942,1427,NULL,NULL
95997323,89593,NULL,NULL,541,683,NULL,NULL
95997323,68151207,NULL,NULL,3176,1528,NULL,NULL
95997323,10559279,NULL,NULL,15006,4120,NULL,NULL
95997323,78845,NULL,NULL,NULL,NULL,NULL,NULL
95997323,13640761,NULL,NULL,430,621,NULL,NULL
95997323,78840,NULL,NULL,729,913,NULL,NULL
95997323,99772,NULL,NULL,11974,2971,NULL,NULL
95997323,10521758,NULL,NULL,734,918,NULL,NULL
95997323,89364,NULL,NULL,27726,5672,NULL,NULL
95997323,92862,NULL,NULL,18026,3665,NULL,NULL
95997323,78843,NULL,NULL,17912,3551,NULL,NULL
95997323,18185987,NULL,NULL,2325,1365,NULL,NULL
20905819,31691103,NULL,NULL,11012,2703,NULL,NULL
20905819,20905825,NULL,NULL,18303,4393,NULL,NULL
20905819,78844,NULL,NULL,19726,3979,NULL,NULL
20905819,95270,NULL,NULL,NULL,NULL,NULL,NULL
20905819,95271,NULL,NULL,632,730,NULL,NULL
20905819,95269,NULL,NULL,14380,2882,NULL,NULL
20905819,95997323,NULL,NULL,7932,1488,NULL,NULL
20905819,89593,NULL,NULL,8717,1488,NULL,NULL
20905819,68151207,NULL,NULL,11012,2703,NULL,NULL
20905819,10559279,NULL,NULL,9533,2968,NULL,NULL
20905819,78845,NULL,NULL,NULL,NULL,NULL,NULL
20905819,13640761,NULL,NULL,7924,1481,NULL,NULL
20905819,78840,NULL,NULL,7900,1458,NULL,NULL
20905819,99772,NULL,NULL,8561,1996,NULL,NULL
20905819,10521758,NULL,NULL,7918,1476,NULL,NULL
20905819,89364,NULL,NULL,24274,4698,NULL,NULL
20905819,92862,NULL,NULL,15080,2565,NULL,NULL
20905819,78843,NULL,NULL,15042,2527,NULL,NULL
20905819,18185987,NULL,NULL,10664,2349,NULL,NULL
95269,31691103,NULL,NULL,20661,5175,NULL,NULL
95269,20905825,NULL,NULL,4805,2780,NULL,NULL
95269,78844,NULL,NULL,23568,6254,NULL,NULL
95269,95270,NULL,NULL,NULL,NULL,NULL,NULL
95269,95271,NULL,NULL,12224,3710,NULL,NULL
95269,20905819,NULL,NULL,14397,2821,NULL,NULL
95269,95997323,NULL,NULL,18162,3973,NULL,NULL
95269,89593,NULL,NULL,18017,3835,NULL,NULL
95269,68151207,NULL,NULL,20661,5175,NULL,NULL
95269,10559279,NULL,NULL,8557,4219,NULL,NULL
95269,78845,NULL,NULL,NULL,NULL,NULL,NULL
95269,13640761,NULL,NULL,18092,3915,NULL,NULL
95269,78840,NULL,NULL,18007,4058,NULL,NULL
95269,99772,NULL,NULL,6303,2753,NULL,NULL
95269,10521758,NULL,NULL,18013,4064,NULL,NULL
95269,89364,NULL,NULL,11171,4165,NULL,NULL
95269,92862,NULL,NULL,1200,1435,NULL,NULL
95269,78843,NULL,NULL,1086,1321,NULL,NULL
95269,18185987,NULL,NULL,20479,4909,NULL,NULL
95271,31691103,NULL,NULL,10485,3239,NULL,NULL
95271,20905825,NULL,NULL,16012,4666,NULL,NULL
95271,78844,NULL,NULL,20153,4406,NULL,NULL
95271,95270,NULL,NULL,NULL,NULL,NULL,NULL
95271,95269,NULL,NULL,14190,3729,NULL,NULL
95271,20905819,NULL,NULL,942,862,NULL,NULL
95271,95997323,NULL,NULL,8116,2429,NULL,NULL
95271,89593,NULL,NULL,7971,2291,NULL,NULL
95271,68151207,NULL,NULL,10485,3239,NULL,NULL
95271,10559279,NULL,NULL,11319,3769,NULL,NULL
95271,78845,NULL,NULL,NULL,NULL,NULL,NULL
95271,13640761,NULL,NULL,8046,2371,NULL,NULL
95271,78840,NULL,NULL,7081,2052,NULL,NULL
95271,99772,NULL,NULL,9414,2702,NULL,NULL
95271,10521758,NULL,NULL,7465,2101,NULL,NULL
95271,89364,NULL,NULL,26197,5433,NULL,NULL
95271,92862,NULL,NULL,14332,3446,NULL,NULL
95271,78843,NULL,NULL,14218,3332,NULL,NULL
95271,18185987,NULL,NULL,9634,3078,NULL,NULL
95270,31691103,NULL,NULL,NULL,NULL,NULL,NULL
95270,20905825,NULL,NULL,NULL,NULL,NULL,NULL
95270,78844,NULL,NULL,NULL,NULL,NULL,NULL
95270,95271,NULL,NULL,NULL,NULL,NULL,NULL
95270,95269,NULL,NULL,NULL,NULL,NULL,NULL
95270,20905819,NULL,NULL,NULL,NULL,NULL,NULL
95270,95997323,NULL,NULL,NULL,NULL,NULL,NULL
95270,89593,NULL,NULL,NULL,NULL,NULL,NULL
95270,68151207,NULL,NULL,NULL,NULL,NULL,NULL
95270,10559279,NULL,NULL,NULL,NULL,NULL,NULL
95270,78845,584277,61331,NULL,NULL,507918,130369
95270,13640761,NULL,NULL,NULL,NULL,NULL,NULL
95270,78840,NULL,NULL,NULL,NULL,NULL,NULL
95270,99772,NULL,NULL,NULL,NULL,NULL,NULL
95270,10521758,NULL,NULL,NULL,NULL,NULL,NULL
95270,89364,NULL,NULL,NULL,NULL,NULL,NULL
95270,92862,NULL,NULL,NULL,NULL,NULL,NULL
95270,78843,NULL,NULL,NULL,NULL,NULL,NULL
95270,18185987,NULL,NULL,NULL,NULL,NULL,NULL
78844,31691103,NULL,NULL,30326,6257,NULL,NULL
78844,20905825,NULL,NULL,28670,7407,NULL,NULL
78844,95270,NULL,NULL,NULL,NULL,NULL,NULL
78844,95271,NULL,NULL,19830,4187,NULL,NULL
78844,95269,NULL,NULL,23825,6267,NULL,NULL
78844,20905819,NULL,NULL,19459,3919,NULL,NULL
78844,95997323,NULL,NULL,27246,5042,NULL,NULL
78844,89593,NULL,NULL,28032,5102,NULL,NULL
78844,68151207,NULL,NULL,30326,6257,NULL,NULL
78844,10559279,NULL,NULL,23925,7103,NULL,NULL
78844,78845,NULL,NULL,NULL,NULL,NULL,NULL
78844,13640761,NULL,NULL,27238,5035,NULL,NULL
78844,78840,NULL,NULL,27214,5012,NULL,NULL
78844,99772,NULL,NULL,19852,6039,NULL,NULL
78844,10521758,NULL,NULL,27232,5030,NULL,NULL
78844,89364,NULL,NULL,30676,8068,NULL,NULL
78844,92862,NULL,NULL,25448,5579,NULL,NULL
78844,78843,NULL,NULL,25410,5541,NULL,NULL
78844,18185987,NULL,NULL,29979,5903,NULL,NULL
20905825,31691103,NULL,NULL,24396,6890,NULL,NULL
20905825,78844,NULL,NULL,27050,7376,NULL,NULL
20905825,95270,NULL,NULL,NULL,NULL,NULL,NULL
20905825,95271,NULL,NULL,18744,4664,NULL,NULL
20905825,95269,NULL,NULL,4996,2846,NULL,NULL
20905825,20905819,NULL,NULL,18373,4396,NULL,NULL
20905825,95997323,NULL,NULL,22130,5131,NULL,NULL
20905825,89593,NULL,NULL,21985,4993,NULL,NULL
20905825,68151207,NULL,NULL,24396,6890,NULL,NULL
20905825,10559279,NULL,NULL,12349,5019,NULL,NULL
20905825,78845,NULL,NULL,NULL,NULL,NULL,NULL
20905825,13640761,NULL,NULL,22060,5073,NULL,NULL
20905825,78840,NULL,NULL,21974,5216,NULL,NULL
20905825,99772,NULL,NULL,10405,3871,NULL,NULL
20905825,10521758,NULL,NULL,21980,5222,NULL,NULL
20905825,89364,NULL,NULL,7476,3794,NULL,NULL
20905825,92862,NULL,NULL,3744,2272,NULL,NULL
20905825,78843,NULL,NULL,3932,2305,NULL,NULL
20905825,18185987,NULL,NULL,24447,6067,NULL,NULL
31691103,20905825,NULL,NULL,24940,6716,NULL,NULL
31691103,78844,NULL,NULL,30606,6339,NULL,NULL
31691103,95270,NULL,NULL,NULL,NULL,NULL,NULL
31691103,95271,NULL,NULL,11003,3409,NULL,NULL
31691103,95269,NULL,NULL,21170,5070,NULL,NULL
31691103,20905819,NULL,NULL,11024,2725,NULL,NULL
31691103,95997323,NULL,NULL,3065,1491,NULL,NULL
31691103,89593,NULL,NULL,3007,1449,NULL,NULL
31691103,68151207,NULL,NULL,NULL,NULL,NULL,NULL
31691103,10559279,NULL,NULL,18112,5431,NULL,NULL
31691103,78845,NULL,NULL,NULL,NULL,NULL,NULL
31691103,13640761,NULL,NULL,3045,1481,NULL,NULL
31691103,78840,NULL,NULL,3538,1768,NULL,NULL
31691103,99772,NULL,NULL,15081,4282,NULL,NULL
31691103,10521758,NULL,NULL,3539,1769,NULL,NULL
31691103,89364,NULL,NULL,30781,6654,NULL,NULL
31691103,92862,NULL,NULL,21712,4965,NULL,NULL
31691103,78843,NULL,NULL,20951,4834,NULL,NULL
31691103,18185987,NULL,NULL,3820,2212,NULL,NULL
91882,13581707,384,102,358,266,358,266
91882,77174,3978,650,3705,2788,3705,2788
91882,22950809,13422,1608,NULL,NULL,10875,8503
91882,77181,24049,2884,NULL,NULL,17990,17049
91882,91839,1871,385,1370,1019,1370,1019
91882,47620046,10201,1328,NULL,NULL,8548,7348
91882,77177,4597,708,3568,2698,3568,2698
91882,13581789,1424,295,1087,822,1087,822
91882,77175,2730,449,2085,1588,2085,1588
91882,10547114,12297,1452,NULL,NULL,11274,8397
91882,10558646,16883,2008,NULL,NULL,10845,10696
91882,13219407,2353,437,1545,1161,1545,1161
91882,91653,5328,928,4392,3428,4392,3428
91882,91699,5300,817,NULL,NULL,5036,3877
91882,10533296,2088,385,1596,1193,1596,1193
91882,10523047,2363,512,1692,1270,1692,1270
91882,33764405,6311,718,3683,2732,3683,2732
91882,10644515,3440,548,2876,2177,2876,2177
91882,98384,23842,2852,NULL,NULL,17783,17210
98384,13581707,24375,3033,NULL,NULL,17878,13431
98384,77174,21890,2606,NULL,NULL,15884,11931
98384,22950809,31716,3640,NULL,NULL,23586,18026
98384,77181,3837,635,3837,2907,3837,2908
98384,91839,24833,3101,NULL,NULL,18890,14184
98384,47620046,14206,1715,NULL,NULL,9807,7555
98384,77177,22509,2664,NULL,NULL,16501,12386
98384,13581789,22609,2822,NULL,NULL,16821,12650
98384,77175,22621,2769,NULL,NULL,16775,12595
98384,10547114,30590,3485,NULL,NULL,23985,17920
98384,10558646,7002,844,NULL,NULL,7002,4942
98384,13219407,25315,3153,NULL,NULL,19065,14326
98384,91653,23168,2890,NULL,NULL,16827,12719
98384,91699,18535,2061,NULL,NULL,12771,9690
98384,10533296,25970,3156,NULL,NULL,18944,14225
98384,10523047,25325,3183,NULL,NULL,19029,14311
98384,33764405,29026,3397,NULL,NULL,21279,15939
98384,10644515,21664,2532,NULL,NULL,15740,11843
98384,91882,24285,2955,NULL,NULL,17783,13366
10644515,13581707,3834,614,3234,2394,3234,2394
10644515,77174,1681,339,1682,1268,1682,1267
10644515,22950809,11040,1280,NULL,NULL,9077,7116
10644515,77181,21742,2539,NULL,NULL,15948,15480
10644515,91839,5628,798,4210,3126,4210,3127
10644515,47620046,7894,983,NULL,NULL,6506,5779
10644515,77177,2300,397,2247,1677,2247,1677
10644515,13581789,2437,486,2221,1649,2221,1648
10644515,77175,1290,231,1245,921,1245,921
10644515,10547114,9915,1124,NULL,NULL,9476,7010
10644515,10558646,14576,1663,NULL,NULL,8803,9127
10644515,13219407,6110,850,4421,3289,4421,3289
10644515,91653,2946,600,2603,2034,2603,2035
10644515,91699,2993,476,2994,2308,2994,2308
10644515,10533296,5135,694,3730,2751,3730,2751
10644515,10523047,5153,888,4429,3309,4429,3309
10644515,33764405,8191,950,NULL,NULL,6065,4465
10644515,98384,21535,2512,NULL,NULL,15741,15641
10644515,91882,3450,507,2876,2127,2876,2127
33764405,13581707,4577,790,3611,2710,3611,2710
